date,average_temp,total_precip_mm,did_rain,did_snow
2017-08-06,29.8,0.0,0,0
2017-08-07,28.9,0.0,0,0
2017-08-08,24.8,0.0,0,0
2017-08-09,21.9,0.0,0,0
2017-08-10,19.8,0.0,0,0
2017-08-11,21.6,0.0,0,0
2017-08-12,24.5,0.0,0,0
2017-08-13,26.2,0.0,0,0
2017-08-14,28.0,0.0,0,0
2017-08-15,27.8,0.0,0,0
2017-08-16,27.6,0.0,0,0
2017-08-17,29.3,0.0,0,0
2017-08-18,29.2,0.0,0,0
2017-08-19,28.5,0.0,0,0
2017-08-20,28.8,0.0,0,0
2017-08-21,29.1,0.0,0,0
2017-08-22,30.2,0.0,0,0
2017-08-23,29.9,0.0,0,0
2017-08-24,27.9,0.0,0,0
2017-08-25,27.1,0.0,0,0
2017-08-26,26.3,0.0,0,0
2017-08-27,24.6,0.0,1,0
2017-08-28,20.0,3.05,1,0
2017-08-29,20.4,23.62,1,0
2017-08-30,22.0,0.0,0,0
2017-08-31,22.9,0.0,0,0
2017-09-01,22.1,0.0,0,0
2017-09-02,20.2,0.0,0,0
2017-09-03,23.4,0.0,0,0
2017-09-04,24.2,0.0,0,0
2017-09-05,24.4,0.0,0,0
2017-09-06,26.2,0.0,0,0
2017-09-07,24.2,0.0,0,0
2017-09-08,22.7,0.0,0,0
2017-09-09,20.9,0.0,0,0
2017-09-10,18.4,0.0,0,0
2017-09-11,22.8,0.0,0,0
2017-09-12,22.2,0.0,0,0
2017-09-13,22.6,0.0,0,0
2017-09-14,22.3,0.0,0,0
2017-09-15,17.5,0.0,0,0
2017-09-16,15.3,0.0,0,0
2017-09-17,16.5,0.0,0,0
2017-09-18,17.2,0.0,0,0
2017-09-19,18.1,0.0,0,0
2017-09-20,19.3,0.0,0,0
2017-09-21,20.4,0.0,0,0
2017-09-22,21.4,0.0,0,0
2017-09-23,20.8,0.0,0,0
2017-09-24,21.4,0.0,0,0
2017-09-25,20.7,0.0,0,0
2017-09-26,19.4,0.0,0,0
2017-09-27,19.3,0.0,0,0
2017-09-28,20.0,0.0,0,0
2017-09-29,21.4,0.0,0,0
2017-09-30,21.6,0.0,0,0
2017-10-01,21.8,0.0,0,0
2017-10-02,21.6,0.0,0,0
2017-10-03,22.6,0.0,0,0
2017-10-04,22.8,0.0,0,0
2017-10-05,22.2,0.0,0,0
2017-10-06,22.7,0.0,0,0
2017-10-07,18.5,0.0,0,0
2017-10-08,18.2,0.0,0,0
2017-10-09,18.1,0.0,0,0
2017-10-10,17.6,0.0,0,0
2017-10-11,17.8,0.0,0,0
2017-10-12,18.6,0.0,0,0
2017-10-13,19.8,0.0,0,0
2017-10-14,19.2,0.0,0,0
2017-10-15,21.2,0.0,0,0
2017-10-16,19.5,0.0,0,0
2017-10-17,15.3,0.0,1,0
2017-10-18,13.2,13.97,1,0
2017-10-19,12.8,5.84,1,0
2017-10-20,15.3,0.0,0,0
2017-10-21,17.2,0.0,1,0
2017-10-22,13.6,0.0,0,0
2017-10-23,13.4,0.0,0,0
2017-10-24,15.2,0.0,0,0
2017-10-25,15.9,0.0,0,0
2017-10-26,16.3,0.0,0,0
2017-10-27,17.8,0.0,0,0
2017-10-28,16.5,0.0,0,0
2017-10-29,14.5,0.0,0,0
2017-10-30,13.8,0.0,0,0
2017-10-31,12.7,0.0,0,0
2017-11-01,13.0,0.0,0,0
2017-11-02,14.1,0.0,0,0
2017-11-03,14.4,0.0,0,0
2017-11-04,13.0,3.05,1,0
2017-11-05,12.3,0.76,1,0
2017-11-06,10.6,0.0,0,0
2017-11-07,8.6,0.0,0,0
2017-11-08,8.4,0.0,0,0
2017-11-09,7.8,0.0,0,0
2017-11-10,9.6,0.0,0,0
2017-11-11,10.2,0.0,0,0
2017-11-12,9.5,0.0,0,0
2017-11-13,9.8,0.0,0,0
2017-11-14,7.1,0.0,0,0
2017-11-15,6.4,0.0,0,0
2017-11-16,7.7,0.0,0,0
2017-11-17,8.7,0.0,0,0
2017-11-18,9.8,0.0,0,0
2017-11-19,7.8,0.0,0,0
2017-11-20,7.3,0.0,0,0
2017-11-21,7.0,0.0,0,0
2017-11-22,6.9,0.0,0,0
2017-11-23,10.2,0.0,0,0
2017-11-24,11.5,0.25,1,0
2017-11-25,9.7,0.0,0,0
2017-11-26,6.3,0.0,0,0
2017-11-27,2.8,0.0,0,0
2017-11-28,3.5,0.0,1,0
2017-11-29,6.8,2.03,1,0
2017-11-30,3.5,0.0,0,0
2017-12-01,2.0,0.0,0,0
2017-12-02,2.7,0.0,0,0
2017-12-03,3.7,0.0,0,0
2017-12-04,2.3,0.0,0,0
2017-12-05,2.1,0.0,0,0
2017-12-06,1.4,0.0,0,0
2017-12-07,2.6,0.0,0,0
2017-12-08,4.9,0.0,0,0
2017-12-09,9.3,0.0,0,0
2017-12-10,11.3,0.0,1,0
2017-12-11,8.3,12.7,1,0
2017-12-12,4.2,0.0,0,0
2017-12-13,3.1,0.0,0,0
2017-12-14,7.3,0.0,0,0
2017-12-15,9.6,0.0,0,0
2017-12-16,5.0,0.0,0,0
2017-12-17,4.0,0.0,0,0
2017-12-18,4.1,0.0,0,0
2017-12-19,8.3,0.0,0,0
2017-12-20,3.4,0.0,0,0
2017-12-21,6.1,0.0,0,0
2017-12-22,4.6,0.0,0,0
2017-12-23,5.7,0.0,0,0
2017-12-24,4.4,0.0,0,0
2017-12-25,2.8,0.0,1,0
2017-12-26,6.3,2.03,1,0
2017-12-27,8.8,3.05,1,0
2017-12-28,11.1,0.0,0,0
2017-12-29,12.4,0.0,0,0
2017-12-30,10.5,0.0,0,0
2017-12-31,10.5,0.0,0,0
2018-01-01,7.6,1.27,1,0
2018-01-02,10.2,0.0,0,0
2018-01-03,9.5,0.0,0,0
2018-01-04,10.4,0.0,0,0
2018-01-05,9.9,0.0,1,0
2018-01-06,3.9,17.02,1,0
2018-01-07,2.6,3.05,1,0
2018-01-08,2.3,0.0,0,0
2018-01-09,0.8,0.0,1,0
2018-01-10,4.9,0.51,1,0
2018-01-11,6.3,0.0,0,0
2018-01-12,4.2,0.0,0,0
2018-01-13,2.1,0.0,1,0
2018-01-14,4.2,5.84,1,0
2018-01-15,3.4,0.0,0,0
2018-01-16,5.4,0.0,0,0
2018-01-17,5.7,0.0,0,0
2018-01-18,5.3,0.0,0,0
2018-01-19,6.5,0.0,0,0
2018-01-20,6.7,0.0,0,0
2018-01-21,8.4,0.0,0,0
2018-01-22,7.2,0.0,0,0
2018-01-23,6.9,0.0,0,0
2018-01-24,6.9,0.0,0,0
2018-01-25,5.1,0.0,1,0
2018-01-26,6.1,2.79,1,0
2018-01-27,6.4,0.0,0,0
2018-01-28,8.1,0.0,0,0
2018-01-29,7.4,0.0,0,0
2018-01-30,5.3,0.0,0,0
2018-01-31,4.6,0.0,0,0
2018-02-01,3.6,0.0,1,0
2018-02-02,4.2,0.0,0,0
2018-02-03,4.4,0.0,0,0
2018-02-04,3.5,1.52,1,0
2018-02-05,1.9,14.48,1,1
2018-02-06,3.0,11.68,1,0
2018-02-07,1.3,0.0,0,0
2018-02-08,0.9,0.0,0,0
2018-02-09,1.4,0.0,0,0
2018-02-10,5.3,0.0,0,0
2018-02-11,7.2,0.0,0,0
2018-02-12,7.7,0.0,1,0
2018-02-13,3.6,0.0,0,0
2018-02-14,8.6,0.0,0,0
2018-02-15,7.9,0.0,0,0
2018-02-16,9.4,0.0,0,0
2018-02-17,9.1,0.0,0,0
2018-02-18,7.6,0.0,0,0
2018-02-19,10.2,0.0,0,0
2018-02-20,10.7,0.0,0,0
2018-02-21,7.8,0.0,0,0
2018-02-22,3.4,0.0,0,0
2018-02-23,2.9,0.0,0,0
2018-02-24,3.3,0.0,0,0
2018-02-25,4.7,0.0,0,0
2018-02-26,7.1,0.0,0,0
2018-02-27,3.1,0.0,1,1
2018-02-28,7.6,16.51,1,0
2018-03-01,10.0,20.57,1,0
2018-03-02,6.3,24.38,1,0
2018-03-03,9.5,0.0,1,0
2018-03-04,9.6,8.13,1,0
2018-03-05,7.8,6.1,1,0
2018-03-06,7.6,1.52,1,0
2018-03-07,7.8,1.52,1,0
2018-03-08,8.2,2.03,1,0
2018-03-09,11.1,0.51,1,0
2018-03-10,11.2,7.62,1,0
2018-03-11,8.5,19.81,1,0
2018-03-12,9.8,2.79,1,0
2018-03-13,10.1,2.03,1,0
2018-03-14,9.3,0.0,1,0
2018-03-15,9.0,25.91,1,0
2018-03-16,7.8,0.0,1,1
2018-03-17,6.6,1.52,1,0
2018-03-18,8.9,9.14,1,0
2018-03-19,6.6,0.0,1,0
2018-03-20,5.4,4.83,1,1
2018-03-21,6.1,0.0,0,0
2018-03-22,6.3,0.0,0,0
2018-03-23,7.4,0.0,1,0
2018-03-24,8.2,3.81,1,0
2018-03-25,8.6,0.0,0,0
2018-03-26,9.6,0.0,0,0
2018-03-27,13.1,0.0,0,0
2018-03-28,14.0,0.0,0,0
2018-03-29,12.6,0.0,0,0
2018-03-30,8.6,0.51,1,0
2018-03-31,9.1,0.76,1,0
2018-04-01,10.2,0.0,0,0
2018-04-02,13.6,0.0,1,0
2018-04-03,13.3,2.29,1,0
2018-04-04,11.6,0.0,0,0
2018-04-05,11.4,0.0,0,0
2018-04-06,11.6,0.0,1,1
2018-04-07,9.7,4.32,1,0
2018-04-08,9.9,1.78,1,0
2018-04-09,6.8,2.29,1,0
2018-04-10,6.6,1.27,1,0
2018-04-11,8.0,20.07,1,0
2018-04-12,8.9,0.0,1,0
2018-04-13,9.2,7.11,1,0
2018-04-14,11.1,0.51,1,0
2018-04-15,12.8,0.0,1,0
2018-04-16,12.6,13.46,1,0
2018-04-17,14.2,0.0,0,0
2018-04-18,16.8,0.0,0,0
2018-04-19,16.8,0.0,0,0
2018-04-20,16.4,0.0,0,0
2018-04-21,14.4,0.0,0,0
2018-04-22,17.0,0.0,0,0
2018-04-23,17.8,0.0,0,0
2018-04-24,18.7,0.25,1,0
2018-04-25,19.7,0.0,0,0
2018-04-26,19.2,0.0,0,0
2018-04-27,19.4,0.0,0,0
2018-04-28,14.3,0.0,0,0
2018-04-29,9.1,3.05,1,0
2018-04-30,7.9,1.27,1,0
2018-05-01,9.7,4.83,1,0
2018-05-02,11.6,0.0,0,0
2018-05-03,13.2,0.0,0,0
2018-05-04,13.6,0.0,0,0
2018-05-05,16.6,0.0,1,0
2018-05-06,17.9,0.0,1,0
2018-05-07,16.6,2.03,1,0
2018-05-08,17.6,1.02,1,0
2018-05-09,18.8,0.51,1,0
2018-05-10,18.6,0.0,0,0
2018-05-11,18.5,0.0,0,0
2018-05-12,16.8,0.0,0,0
2018-05-13,12.6,0.0,0,0
2018-05-14,14.8,0.0,0,0
2018-05-15,15.5,0.0,0,0
2018-05-16,18.4,0.0,0,0
2018-05-17,18.9,0.0,1,0
2018-05-18,17.2,0.25,1,0
2018-05-19,17.6,1.02,1,0
2018-05-20,17.2,0.0,0,0
2018-05-21,17.1,0.0,1,0
2018-05-22,17.6,20.07,1,0
2018-05-23,19.9,0.0,1,0
2018-05-24,20.7,0.76,1,0
2018-05-25,15.6,8.89,1,0
2018-05-26,17.2,9.4,1,0
2018-05-27,18.2,0.0,1,0
2018-05-28,16.4,0.25,1,0
2018-05-29,15.5,5.59,1,0
2018-05-30,15.3,2.29,1,0
2018-05-31,18.9,1.02,1,0
2018-06-01,18.7,0.0,1,0
2018-06-02,16.8,9.14,1,0
2018-06-03,18.4,13.46,1,0
2018-06-04,17.2,0.0,0,0
2018-06-05,15.3,0.0,0,0
2018-06-06,15.5,1.52,1,0
2018-06-07,18.2,1.52,1,0
2018-06-08,17.0,1.52,1,0
2018-06-09,16.5,4.06,1,0
2018-06-10,16.0,0.0,0,0
2018-06-11,16.9,0.0,1,0
2018-06-12,18.7,0.0,1,0
2018-06-13,19.4,0.0,0,0
2018-06-14,20.1,0.0,0,0
2018-06-15,22.6,0.0,0,0
2018-06-16,24.4,0.0,0,0
2018-06-17,24.4,0.0,0,0
2018-06-18,25.1,0.0,0,0
2018-06-19,25.1,0.0,0,0
2018-06-20,27.1,0.0,0,0
2018-06-21,27.2,0.0,0,0
2018-06-22,26.9,0.0,0,0
2018-06-23,28.5,0.0,0,0
2018-06-24,28.8,0.0,0,0
2018-06-25,29.6,0.0,0,0
2018-06-26,28.9,0.0,0,0
2018-06-27,27.6,0.0,0,0
2018-06-28,26.3,0.0,1,0
2018-06-29,24.7,1.02,1,0
2018-06-30,23.6,0.51,1,0
2018-07-01,23.9,2.03,1,0
2018-07-02,23.0,0.0,0,0
2018-07-03,24.2,0.0,0,0
2018-07-04,23.3,0.0,0,0
2018-07-05,23.3,0.0,0,0
2018-07-06,25.4,0.0,0,0
2018-07-07,27.1,0.0,0,0
2018-07-08,26.3,0.0,0,0
2018-07-09,28.2,0.0,0,0
2018-07-10,28.4,0.0,0,0
2018-07-11,27.4,0.0,0,0
2018-07-12,26.3,0.0,0,0
2018-07-13,27.8,0.0,0,0
2018-07-14,28.0,0.0,0,0
2018-07-15,24.2,0.0,0,0
2018-07-16,24.3,0.0,0,0
2018-07-17,26.7,0.0,0,0
2018-07-18,27.6,0.0,0,0
2018-07-19,26.2,0.0,0,0
2018-07-20,24.5,0.0,0,0
2018-07-21,23.9,0.0,0,0
2018-07-22,25.3,0.0,0,0
2018-07-23,27.8,0.0,0,0
2018-07-24,27.3,0.0,0,0
2018-07-25,27.1,0.0,0,0
2018-07-26,27.3,0.0,0,0
2018-07-27,27.4,0.0,0,0
2018-07-28,26.9,0.0,0,0
2018-07-29,26.8,0.0,0,0
2018-07-30,26.7,0.0,0,0
2018-07-31,27.6,0.0,0,0
2018-08-01,29.2,0.0,0,0
2018-08-02,31.3,0.0,0,0
2018-08-03,32.8,0.0,0,0
2018-08-04,31.2,0.0,0,0
2018-08-05,31.1,0.0,0,0
2018-08-06,30.7,0.0,0,0
2018-08-07,30.7,0.0,0,0
2018-08-08,27.7,0.0,0,0
2018-08-09,26.1,0.0,0,0
2018-08-10,25.1,0.0,1,0
2018-08-11,27.9,1.02,1,0
2018-08-12,28.8,0.0,0,0
2018-08-13,26.7,0.0,0,0
2018-08-14,26.7,0.0,0,0
2018-08-15,27.3,0.0,0,0
2018-08-16,27.1,0.0,0,0
2018-08-17,25.4,0.0,0,0
2018-08-18,24.1,0.0,0,0
2018-08-19,25.6,0.0,0,0
2018-08-20,26.6,0.0,0,0
2018-08-21,26.8,0.0,0,0
2018-08-22,26.4,0.0,0,0
2018-08-23,26.5,0.0,1,0
2018-08-24,26.3,0.0,0,0
2018-08-25,25.3,0.0,0,0
2018-08-26,24.9,0.0,0,0
2018-08-27,27.1,0.0,0,0
2018-08-28,28.0,0.0,0,0
2018-08-29,26.6,0.0,0,0
2018-08-30,26.6,0.0,0,0
2018-08-31,27.3,0.0,0,0
2018-09-01,27.6,0.0,0,0
2018-09-02,28.3,0.0,1,0
2018-09-03,27.0,1.02,1,0
2018-09-04,24.6,0.0,0,0
2018-09-05,23.8,0.0,0,0
2018-09-06,21.8,0.0,0,0
2018-09-07,22.2,0.0,1,0
2018-09-08,20.4,0.25,1,0
2018-09-09,22.0,1.02,1,0
2018-09-10,23.0,0.0,0,0
2018-09-11,22.5,0.0,0,0
2018-09-12,22.8,1.78,1,0
2018-09-13,24.7,0.0,0,0
2018-09-14,25.1,0.0,0,0
2018-09-15,24.4,0.0,0,0
2018-09-16,23.8,0.0,0,0
2018-09-17,22.3,0.0,0,0
2018-09-18,24.9,0.0,0,0
2018-09-19,23.7,0.0,0,0
2018-09-20,24.4,0.0,0,0
2018-09-21,25.1,0.0,0,0
2018-09-22,25.7,0.0,0,0
2018-09-23,25.7,0.0,0,0
2018-09-24,26.2,0.0,0,0
2018-09-25,23.9,0.0,0,0
2018-09-26,23.2,0.0,0,0
2018-09-27,21.8,0.0,0,0
2018-09-28,21.9,0.0,0,0
2018-09-29,21.6,0.0,0,0
2018-09-30,22.1,0.0,0,0
2018-10-01,19.8,0.0,0,0
2018-10-02,17.8,0.0,0,0
2018-10-03,19.4,0.0,0,0
2018-10-04,19.6,0.0,0,0
2018-10-05,19.4,0.0,0,0
2018-10-06,19.6,0.0,0,0
2018-10-07,15.5,0.0,0,0
2018-10-08,14.0,0.0,0,0
2018-10-09,13.6,0.0,1,0
2018-10-10,14.9,21.59,1,0
2018-10-11,17.3,1.27,1,0
2018-10-12,18.9,4.83,1,0
2018-10-13,19.1,0.0,0,0
2018-10-14,15.9,3.3,1,0
2018-10-15,12.1,0.25,1,0
2018-10-16,15.0,0.0,0,0
2018-10-17,15.8,0.0,0,0
2018-10-18,16.3,0.0,1,0
2018-10-19,15.2,10.41,1,0
2018-10-20,16.7,3.05,1,0
2018-10-21,17.0,7.62,1,0
2018-10-22,16.4,0.0,0,0
2018-10-23,15.6,0.0,0,0
2018-10-24,15.1,0.0,0,0
2018-10-25,14.9,0.0,0,0
2018-10-26,12.8,0.0,1,0
2018-10-27,10.4,1.52,1,0
2018-10-28,6.4,0.51,1,0
2018-10-29,7.5,0.0,0,0
2018-10-30,7.9,0.0,1,0
2018-10-31,9.2,18.29,1,0
2018-11-01,9.9,1.52,1,0
2018-11-02,13.2,0.0,0,0
2018-11-03,9.4,0.0,0,0
2018-11-04,8.4,0.0,0,0
2018-11-05,9.6,16.76,1,0
2018-11-06,9.4,4.32,1,0
2018-11-07,10.8,0.0,1,0
2018-11-08,9.1,2.79,1,0
2018-11-09,10.2,7.87,1,0
2018-11-10,12.3,0.0,1,0
2018-11-11,14.2,1.52,1,0
2018-11-12,12.1,0.0,1,0
2018-11-13,11.4,0.76,1,0
2018-11-14,11.6,0.0,1,0
2018-11-15,13.3,0.76,1,0
2018-11-16,13.3,1.78,1,0
2018-11-17,13.3,1.78,1,0
2018-11-18,13.3,1.78,1,0
2018-11-19,13.3,1.78,1,0
2018-11-20,13.3,1.78,1,0
2018-11-21,13.3,1.78,1,0
2018-11-22,13.3,1.78,1,0
2018-11-23,9.1,2.79,1,0
2018-11-24,4.7,0.25,1,0
2018-11-25,10.6,1.52,1,0
2018-11-26,9.8,7.87,1,0
2018-11-27,6.6,0.0,0,0
2018-11-28,4.9,0.0,0,0
2018-11-29,5.3,0.0,1,0
2018-11-30,7.6,3.56,1,0
2018-12-01,5.1,0.0,0,0
2018-12-02,5.6,0.0,0,0
2018-12-03,6.4,0.0,0,0
2018-12-04,7.9,0.0,0,0
2018-12-05,8.3,0.0,0,0
2018-12-06,8.2,0.0,0,0
2018-12-07,4.9,0.0,0,0
2018-12-08,6.7,0.0,0,0
2018-12-09,6.8,0.0,0,0
2018-12-10,5.8,0.0,0,0
2018-12-11,5.5,0.0,0,0
2018-12-12,4.2,0.0,0,0
2018-12-13,8.1,3.3,1,0
2018-12-14,4.8,4.83,1,0
2018-12-15,4.6,0.0,0,0
2018-12-16,9.5,0.0,1,0
2018-12-17,4.2,0.25,1,0
2018-12-18,3.3,0.0,1,0
2018-12-19,6.8,0.51,1,0
2018-12-20,7.4,0.0,0,0
2018-12-21,7.6,0.0,0,0
2018-12-22,7.5,0.0,0,0
2018-12-23,5.3,0.0,0,0
2018-12-24,5.3,0.25,1,0
2018-12-25,5.6,0.0,0,0
2018-12-26,5.1,0.0,0,0
2018-12-27,4.1,0.0,0,0
2018-12-28,4.9,0.0,0,0
2018-12-29,5.7,0.0,0,0
2018-12-30,5.9,0.0,0,0
2018-12-31,3.7,0.0,0,0
2019-01-01,3.3,0.0,0,0
2019-01-02,2.3,0.0,0,0
2019-01-03,3.4,0.0,0,0
2019-01-04,2.6,0.0,0,0
2019-01-05,1.9,0.0,0,0
2019-01-06,2.9,0.0,0,0
2019-01-07,3.9,0.0,0,0
2019-01-08,3.5,0.0,0,0
2019-01-09,5.0,0.0,0,0
2019-01-10,3.6,0.0,0,0
2019-01-11,1.6,0.0,0,0
2019-01-12,2.1,0.0,0,0
2019-01-13,1.7,0.0,0,0
2019-01-14,3.7,0.0,0,0
2019-01-15,4.4,0.0,0,0
2019-01-16,3.3,0.0,0,0
2019-01-17,3.7,0.0,0,0
2019-01-18,1.6,0.0,0,0
2019-01-19,0.5,0.0,1,0
2019-01-20,5.4,4.57,1,0
2019-01-21,5.5,0.0,0,0
2019-01-22,3.5,0.0,0,0
2019-01-23,10.8,0.0,0,0
2019-01-24,11.1,0.0,0,0
2019-01-25,10.9,0.0,0,0
2019-01-26,5.1,0.0,0,0
2019-01-27,5.2,0.0,0,0
2019-01-28,7.5,0.0,0,0
2019-01-29,7.3,0.0,1,0
2019-01-30,7.7,0.0,1,0
2019-01-31,10.9,6.1,1,0
2019-02-01,7.8,7.62,1,0
2019-02-02,5.1,0.51,1,0
2019-02-03,4.5,0.0,0,0
2019-02-04,2.8,0.0,0,0
2019-02-05,6.1,0.0,0,0
2019-02-06,6.9,0.0,0,0
2019-02-07,6.4,0.0,0,0
2019-02-08,6.6,0.0,0,0
2019-02-09,5.6,0.0,0,0
2019-02-10,7.9,0.0,0,0
2019-02-11,8.9,0.0,0,0
2019-02-12,6.4,0.0,0,0
2019-02-13,6.3,0.0,0,0
2019-02-14,5.8,0.0,0,0
2019-02-15,6.3,0.0,0,0
2019-02-16,8.2,0.0,0,0
2019-02-17,6.4,0.0,0,0
2019-02-18,6.4,0.0,0,0
2019-02-19,7.4,0.0,0,0
2019-02-20,7.2,0.0,0,0
2019-02-21,8.0,0.0,0,0
2019-02-22,8.1,0.0,0,0
2019-02-23,7.8,0.0,0,0
2019-02-24,9.9,0.0,0,0
2019-02-25,9.7,0.0,0,0
2019-02-26,10.3,0.0,0,0
2019-02-27,10.4,0.0,0,0
2019-02-28,9.9,0.0,0,0
2019-03-01,11.0,0.0,0,0
2019-03-02,12.0,0.0,0,0
2019-03-03,11.6,0.0,0,0
2019-03-04,12.6,0.0,0,0
2019-03-05,12.2,0.0,0,0
2019-03-06,11.2,0.0,1,0
2019-03-07,8.2,12.19,1,0
2019-03-08,10.1,0.0,1,0
2019-03-09,10.4,0.0,0,0
2019-03-10,12.6,0.0,0,0
2019-03-11,13.3,0.0,0,0
2019-03-12,12.4,0.0,0,0
2019-03-13,10.7,0.0,0,0
2019-03-14,9.3,0.0,0,0
2019-03-15,11.8,0.0,0,0
2019-03-16,14.4,0.0,0,0
2019-03-17,12.3,0.0,0,0
2019-03-18,9.8,0.0,0,0
2019-03-19,10.6,0.0,0,0
2019-03-20,8.9,0.0,0,0
2019-03-21,8.6,0.0,0,0
2019-03-22,10.4,0.0,0,0
2019-03-23,12.5,0.0,0,0
2019-03-24,13.9,0.0,0,0
2019-03-25,14.0,0.0,0,0
2019-03-26,13.3,0.0,0,0
2019-03-27,10.8,0.0,0,0
2019-03-28,10.9,0.0,0,0
2019-03-29,10.7,0.0,0,0
2019-03-30,11.2,0.0,0,0
2019-03-31,9.8,0.0,1,0
2019-04-01,12.1,0.51,1,0
2019-04-02,12.8,0.0,0,0
2019-04-03,11.2,0.0,0,0
2019-04-04,9.1,0.0,0,0
2019-04-05,7.0,0.76,1,1
2019-04-06,7.2,6.1,1,0
2019-04-07,8.7,1.02,1,0
2019-04-08,11.2,3.3,1,0
2019-04-09,9.7,0.51,1,0
2019-04-10,10.4,1.02,1,0
2019-04-11,10.1,0.0,0,0
2019-04-12,11.0,0.0,0,0
2019-04-13,13.2,0.0,0,0
2019-04-14,16.0,0.0,0,0
2019-04-15,16.9,0.0,0,0
2019-04-16,14.4,0.0,0,0
2019-04-17,16.7,0.0,1,0
2019-04-18,10.8,14.73,1,0
2019-04-19,9.8,14.22,1,0
2019-04-20,14.3,9.91,1,0
2019-04-21,11.1,0.0,0,0
2019-04-22,13.2,0.0,0,0
2019-04-23,11.3,0.0,1,0
2019-04-24,10.5,15.0,1,0
2019-04-25,10.9,28.45,1,0
2019-04-26,12.6,0.0,0,0
2019-04-27,13.4,0.0,0,0
2019-04-28,17.1,0.0,0,0
2019-04-29,18.4,0.0,0,0
2019-04-30,18.8,0.0,0,0
2019-05-01,18.2,0.0,0,0
2019-05-02,18.2,0.0,0,0
2019-05-03,15.2,0.0,0,0
2019-05-04,14.0,0.0,0,0
2019-05-05,14.8,0.0,0,0
2019-05-06,16.7,0.0,0,0
2019-05-07,17.9,0.0,0,0
2019-05-08,17.5,0.0,1,0
2019-05-09,17.4,0.0,0,0
2019-05-10,20.2,0.0,0,0
2019-05-11,19.2,0.0,0,0
2019-05-12,18.7,0.0,0,0
2019-05-13,20.9,0.0,0,0
2019-05-14,20.7,0.0,0,0
2019-05-15,22.2,0.0,0,0
2019-05-16,20.0,0.0,0,0
2019-05-17,20.0,0.0,0,0
2019-05-18,20.0,0.0,0,0
2019-05-19,19.0,0.0,0,0
2019-05-20,15.9,0.0,0,0
2019-05-21,18.9,0.0,0,0
2019-05-22,20.7,0.0,0,0
2019-05-23,22.0,0.0,0,0
2019-05-24,19.5,0.0,0,0
2019-05-25,17.9,0.0,0,0
2019-05-26,18.8,0.0,0,0
2019-05-27,21.0,0.0,0,0
2019-05-28,19.3,0.0,0,0
2019-05-29,18.5,0.0,0,0
2019-05-30,22.2,0.0,0,0
2019-05-31,24.0,0.0,0,0
2019-06-01,24.8,0.0,0,0
2019-06-02,26.2,0.0,0,0
2019-06-03,26.8,0.0,0,0
2019-06-04,23.8,0.0,0,0
2019-06-05,18.3,0.0,0,0
2019-06-06,18.1,0.0,1,0
2019-06-07,16.9,2.54,1,0
2019-06-08,20.2,0.0,0,0
2019-06-09,21.4,0.0,0,0
2019-06-10,20.2,0.0,0,0
2019-06-11,17.1,0.0,0,0
2019-06-12,16.9,0.0,0,0
2019-06-13,21.3,0.0,0,0
2019-06-14,20.5,0.0,0,0
2019-06-15,19.7,0.0,0,0
2019-06-16,21.5,0.0,0,0
2019-06-17,24.6,0.0,0,0
2019-06-18,25.7,0.0,0,0
2019-06-19,23.7,0.0,0,0
2019-06-20,23.2,0.0,0,0
2019-06-21,23.8,0.0,0,0
2019-06-22,24.8,0.0,0,0
2019-06-23,26.4,0.0,0,0
2019-06-24,26.8,0.0,0,0
2019-06-25,27.7,0.0,0,0
